figure,sample_id,source_id,dataset,split,fullscale_supervised_samples,fullscale_tissuearray_samples,fullscale_gleason2019_samples,fullscale_harvard_ocymp_samples,roi_x,roi_y,roi_soft_entropy,concept_set_size_at_roi,pattern_set_size_at_roi,mean_concept_set_size_foreground,mean_pattern_set_size_foreground,checkpoint,note
Fig.1 full-scale route,GleasonXAI_TissueArray__PR1001_B1,PR1001_B1,GleasonXAI_TissueArray,test,1527,396,245,886,23,147,0.37682297825813293,1,1,7.603481081755513,2.849184316416607,model_artifacts/histoset_smp_unet_resnet18_seed409.pt,Full-scale overview uses a TissueArray example for explanation-level panels; external Gleason2019 and Harvard samples are pattern-supervised only and are included in full-scale training/evaluation counts.
