,benign tissue,Gleason pattern 3,Gleason pattern 4,Gleason pattern 5
benign tissue,69.03626474162719,7.954926364765839,22.6534604937057,0.35534839990126593
Gleason pattern 3,18.819001136183488,18.93702162205519,60.499164539192115,1.7448127025692004
Gleason pattern 4,18.448248765763275,18.92629135414266,60.853345548985494,1.7721143311085672
Gleason pattern 5,28.665705432150123,18.87295840486775,51.13095468919104,1.330381473791083
